"crrdr_d","nKBAs","ID","endID","LCP_length_km"
"CORR2163",2,"Humedales La Libertad","H0013",106.639958900142
"CORR2164",2,"Humedales La Libertad","H0011",108.39959289036
"CORR2165",3,"Humedales La Libertad","H0005",142.619932119806
"CORR2166",3,"Sistema Lagunar Catazaja","H0005",136.162616068706
"CORR2167",2,"Sistema Lagunar Catazaja","H0008",119.322195491841
"CORR2168",2,"Sistema Lagunar Catazaja","H0002",120.994575512923
"CORR2169",2,"Sistema Lagunar Catazaja","H0002",124.328558396302
"CORR2170",3,"Sistema Lagunar Catazaja","H0010",126.386558338344
"CORR2171",5,"Laguna Ik","H0013",487.633512693059
"CORR2172",5,"Laguna Ik","H0008",489.226259347065
"CORR2173",5,"Laguna Ik","H0010",493.650477807695
"CORR2174",5,"Laguna Ik","H0011",498.299933443799
"CORR2175",4,"Laguna Ik","H0033",470.88842895442
"CORR2176",6,"Parque Nacional Yaxha Nakum Naranjo","H0176",268.843413422973
"CORR2177",6,"Parque Nacional Yaxha Nakum Naranjo","H0145",281.079448231785
"CORR2178",6,"Parque Nacional Yaxha Nakum Naranjo","H0220",291.071544257196
"CORR2179",6,"Parque Nacional Yaxha Nakum Naranjo","H0220",308.977298059738
"CORR2180",7,"Parque Nacional Yaxha Nakum Naranjo","H0220",288.269438847476
"CORR2181",1,"Sistema Estuarino Boca del Cielo","H0072",32.8880469942397
"CORR2182",1,"Sistema Estuarino Boca del Cielo","H0078",34.3497772996648
"CORR2183",2,"Sistema Estuarino Boca del Cielo","H0072",39.9535258520756
"CORR2184",1,"Sistema Estuarino Boca del Cielo","H0076",35.9252422041593
"CORR2185",2,"Sistema Estuarino Boca del Cielo","H0072",45.1716544835282
"CORR2186",0,"Sistema Estuarino Puerto Arista","H0072",22.31584707039
"CORR2187",1,"Sistema Estuarino Puerto Arista","H0072",22.6283382149989
"CORR2188",0,"Sistema Estuarino Puerto Arista","H0078",34.1732288160004
"CORR2189",1,"Sistema Estuarino Puerto Arista","H0072",27.8464668464514
"CORR2190",0,"Sistema Estuarino Puerto Arista","H0076",31.7008963003999
"CORR2191",2,"Nancuchiname","H0346",44.4762377076574
"CORR2192",1,"Nancuchiname","H0340",129.698333159848
"CORR2193",3,"Nancuchiname","H0325",145.968964730031
"CORR2194",5,"Nancuchiname","H0327",162.147145228959
"CORR2195",3,"Nancuchiname","H0344",159.354238699662
"CORR2196",5,"Cienagas y Manglares de la Costa Norte de Yucatan","H0008",789.967285070572
"CORR2197",5,"Cienagas y Manglares de la Costa Norte de Yucatan","H0010",794.315680465159
"CORR2198",5,"Cienagas y Manglares de la Costa Norte de Yucatan","H0013",788.298715350522
"CORR2199",6,"Cienagas y Manglares de la Costa Norte de Yucatan","H0005",837.138398179603
"CORR2200",5,"Cienagas y Manglares de la Costa Norte de Yucatan","H0011",798.965136101264
"CORR2201",2,"Humedal Maquenque","H0353",80.5363065614264
"CORR2202",2,"Humedal Maquenque","H0353",81.5848203046251
"CORR2203",2,"Humedal Maquenque","H0354",88.1444400517066
"CORR2204",2,"Humedal Maquenque","H0351",88.3887287323276
"CORR2205",3,"Humedal Maquenque","H0352",136.158805767674
"CORR2206",2,"Humedal Maquenque","H0353",64.113375114849
"CORR2207",2,"Humedal Maquenque","H0353",65.1618888580478
"CORR2208",2,"Humedal Maquenque","H0354",72.1006239353617
"CORR2209",3,"Humedal Maquenque","H0352",119.963343519237
"CORR2210",3,"Humedal Maquenque","H0351",126.589587451942
"CORR2211",2,"Damani Guariviara","H0378",46.1145164967462
"CORR2212",2,"Damani Guariviara","H0378",52.9644193265613
"CORR2213",2,"Damani Guariviara","H0371",46.8819460376338
"CORR2214",2,"Damani Guariviara","H0371",47.4571236237086
"CORR2215",2,"Damani Guariviara","H0376",60.8444381387301
"CORR2216",1,"Laguna de Olomega","H0340",108.58691853281
"CORR2217",3,"Laguna de Olomega","H0346",124.209435217841
"CORR2218",1,"Laguna de Olomega","H0338",138.73074768956
"CORR2219",1,"Laguna de Olomega","H0335",153.579330242978
"CORR2220",1,"Laguna de Olomega","H0332",156.672834746766
"CORR2221",2,"Complejo Guija","H0323",38.7468613860574
"CORR2222",3,"Complejo Guija","H0323",33.2292507914485
"CORR2223",3,"Complejo Guija","H0323",35.5239188120514
"CORR2224",1,"Complejo Guija","H0314",46.872747157211
"CORR2225",3,"Complejo Guija","H0285",56.3374297542969
"CORR2226",2,"Complejo Jaltepeque","H0346",42.9608923980606
"CORR2227",3,"Complejo Jaltepeque","H0344",150.812442076583
"CORR2228",3,"Complejo Jaltepeque","H0342",154.111207716636
"CORR2229",3,"Complejo Jaltepeque","H0341",164.062235652299
"CORR2230",1,"Complejo Jaltepeque","H0340",154.723180824401
"CORR2231",1,"Sistema Lagunar Playitas Moyua Tecomapa","H0348",135.162328750283
"CORR2232",2,"Sistema Lagunar Playitas Moyua Tecomapa","H0347",149.554856896091
"CORR2233",2,"Sistema Lagunar Playitas Moyua Tecomapa","H0345",193.881680494324
"CORR2234",2,"Sistema Lagunar Playitas Moyua Tecomapa","H0343",275.709673468239
"CORR2235",2,"Sistema Lagunar Playitas Moyua Tecomapa","H0334",293.951242488599
"CORR2236",4,"Reserva Estatal Biocultural del Puuc","H0008",633.711477187062
"CORR2237",4,"Reserva Estatal Biocultural del Puuc","H0013",631.967084400963
"CORR2238",4,"Reserva Estatal Biocultural del Puuc","H0010",637.9840495156
"CORR2239",4,"Reserva Estatal Biocultural del Puuc","H0011",642.633505151703
"CORR2240",3,"Reserva Estatal Biocultural del Puuc","H0033",615.449469860467
"CORR2241",5,"Sistema Lagunar Chichankanab","H0013",618.17055510202
"CORR2242",5,"Sistema Lagunar Chichankanab","H0008",619.763301756028
"CORR2243",5,"Sistema Lagunar Chichankanab","H0010",624.187520216657
"CORR2244",4,"Sistema Lagunar Chichankanab","H0033",601.425471363386
"CORR2245",5,"Sistema Lagunar Chichankanab","H0011",628.83697585276
"CORR2246",0,"El Socorro","H0340",76.3563767814175
"CORR2247",0,"El Socorro","H0338",106.500205938168
"CORR2248",0,"El Socorro","H0335",121.348788491584
"CORR2249",1,"El Socorro","H0346",119.855651243863
"CORR2250",0,"El Socorro","H0332",124.442292995372
"CORR2251",4,"Anillo de Cenotes","H0008",724.811900803243
"CORR2252",4,"Anillo de Cenotes","H0013",723.219154149243
"CORR2253",4,"Anillo de Cenotes","H0010",729.23611926388
"CORR2254",4,"Anillo de Cenotes","H0011",733.885574899983
"CORR2255",5,"Anillo de Cenotes","H0005",771.983013912276
"CORR2256",2,"Complejo Barra de Santiago","H0341",53.1079825895657
"CORR2257",3,"Complejo Barra de Santiago","H0344",65.2204301745833
"CORR2258",3,"Complejo Barra de Santiago","H0342",62.9755668571224
"CORR2259",2,"Complejo Barra de Santiago","H0336",90.9958878975388
"CORR2260",3,"Complejo Barra de Santiago","H0324",95.9551403885548
"CORR2261",1,"Talcualhuya","H0344",41.7147381206564
"CORR2262",1,"Talcualhuya","H0342",43.8079553060238
"CORR2263",0,"Talcualhuya","H0341",53.6755395735795
"CORR2264",1,"Talcualhuya","H0323",67.8156961696743
"CORR2265",1,"Talcualhuya","H0330",74.4419401023798
"CORR2266",2,"Isla San Dionisio","H0346",78.9722725600216
"CORR2267",1,"Isla San Dionisio","H0340",126.72237355616
"CORR2268",1,"Isla San Dionisio","H0335",161.320712104507
"CORR2269",1,"Isla San Dionisio","H0332",164.414216608295
"CORR2270",1,"Isla San Dionisio","H0338",164.190557711185
"CORR2271",5,"Tikal National Park","H0124",384.180625379305
"CORR2272",5,"Tikal National Park","H0145",347.652146680775
"CORR2273",5,"Tikal National Park","H0134",395.226161460277
"CORR2274",5,"Tikal National Park","H0176",335.264465739872
"CORR2275",5,"Tikal National Park","H0148",377.39195815572
"CORR2276",1,"Darien National Park","H0386",23.480789702355
"CORR2277",1,"Darien National Park","H0382",81.8708308192999
"CORR2278",1,"Darien National Park","H0380",75.7228493560813
"CORR2279",2,"Darien National Park","H0390",234.351380348912
"CORR2280",1,"Darien National Park","H0398",224.486490371052
"CORR2281",2,"Los Katios National Park","H0382",61.0692130471738
"CORR2282",2,"Los Katios National Park","H0386",58.1430581466278
"CORR2283",2,"Los Katios National Park","H0380",80.0353737630359
"CORR2284",2,"Los Katios National Park","H0390",173.950911970397
"CORR2285",1,"Los Katios National Park","H0398",164.616783454862
"CORR2286",2,"Area de Conservacion Guanacaste","H0349",34.5669316060477
"CORR2287",2,"Area de Conservacion Guanacaste","H0350",64.1865038911994
"CORR2288",3,"Area de Conservacion Guanacaste","H0351",143.203192574971
"CORR2289",3,"Area de Conservacion Guanacaste","H0352",153.753184436946
"CORR2290",4,"Area de Conservacion Guanacaste","H0353",191.301001959048
"CORR2291",3,"Ancient Maya City and Protected Tropical Forests of Calakmul  Campeche","H0048",349.464933408137
"CORR2292",3,"Ancient Maya City and Protected Tropical Forests of Calakmul  Campeche","H0033",365.918155785677
"CORR2293",3,"Ancient Maya City and Protected Tropical Forests of Calakmul  Campeche","H0052",351.34907915621
"CORR2294",4,"Ancient Maya City and Protected Tropical Forests of Calakmul  Campeche","H0013",382.587416458269
"CORR2295",4,"Ancient Maya City and Protected Tropical Forests of Calakmul  Campeche","H0010",388.604381572906
"CORR2296",6,"Belize Maya Forest","H0135",348.375160097915
"CORR2297",5,"Belize Maya Forest","H0176",334.30655399981
"CORR2298",5,"Belize Maya Forest","H0145",346.770058006761
"CORR2299",5,"Belize Maya Forest","H0220",356.534684834032
"CORR2300",5,"Belize Maya Forest","H0124",383.29853670529
"CORR2301",6,"Burdon Canal","H0135",350.172705621155
"CORR2302",8,"Burdon Canal","H0149",503.886400246701
"CORR2303",8,"Burdon Canal","H0155",514.474303641698
"CORR2304",8,"Burdon Canal","H0155",516.027560484317
"CORR2305",9,"Burdon Canal","H0131",558.531936207737
"CORR2306",12,"Sian Ka an","H0125",911.041493950608
"CORR2307",12,"Sian Ka an","H0142",907.461644108244
"CORR2308",12,"Sian Ka an","H0131",896.858037242096
"CORR2309",12,"Sian Ka an","H0131",894.704700461831
"CORR2310",12,"Sian Ka an","H0142",913.092989301925
"CORR2311",12,"Caribe Mexicano","H0125",1145.63827899145
"CORR2312",12,"Caribe Mexicano","H0131",1131.45482228294
"CORR2313",12,"Caribe Mexicano","H0142",1142.05842914909
"CORR2314",12,"Caribe Mexicano","H0131",1129.30148550268
"CORR2315",9,"Caribe Mexicano","H0135",920.942254916076
"CORR2316",7,"Shipstern Nature Reserve","H0135",456.271588167205
"CORR2317",9,"Shipstern Nature Reserve","H0149",609.985282792765
"CORR2318",10,"Shipstern Nature Reserve","H0125",680.967612242583
"CORR2319",10,"Shipstern Nature Reserve","H0131",666.784155534071
"CORR2320",10,"Shipstern Nature Reserve","H0131",664.630818753806
"CORR2321",7,"Honey Camp","H0135",423.7626565032
"CORR2322",9,"Honey Camp","H0149",577.476351128754
"CORR2323",9,"Honey Camp","H0155",589.617511366372
"CORR2324",9,"Honey Camp","H0155",588.064254523753
"CORR2325",10,"Honey Camp","H0131",632.121887089795
"CORR2326",6,"Peccary Hills","H0135",323.68993795221
"CORR2327",8,"Peccary Hills","H0149",477.403632577756
"CORR2328",8,"Peccary Hills","H0155",487.991535972753
"CORR2329",8,"Peccary Hills","H0155",489.544792815372
"CORR2330",9,"Peccary Hills","H0131",532.049168538788
"CORR2331",7,"Corozal Bay","H0135",459.980876079788
"CORR2332",9,"Corozal Bay","H0149",613.694570705349
"CORR2333",9,"Corozal Bay","H0155",625.835730942967
"CORR2334",9,"Corozal Bay","H0155",624.282474100347
"CORR2335",10,"Corozal Bay","H0125",684.676900155166
"CORR2336",5,"Gales Point","H0135",301.729419871817
"CORR2337",7,"Gales Point","H0149",455.443114497363
"CORR2338",7,"Gales Point","H0155",466.03101789236
"CORR2339",7,"Gales Point","H0155",467.58427473498
"CORR2340",8,"Gales Point","H0131",510.088650458394
"CORR2341",7,"Arrecifes de Xcalak","H0135",630.376840559393
"CORR2342",10,"Arrecifes de Xcalak","H0125",855.072864634783
"CORR2343",10,"Arrecifes de Xcalak","H0131",840.889407926271
"CORR2344",10,"Arrecifes de Xcalak","H0131",838.736071146006
"CORR2345",10,"Arrecifes de Xcalak","H0142",851.493014792419
"CORR2346",5,"Grants Works","H0135",276.34720267188
"CORR2347",7,"Grants Works","H0149",430.060897297426
"CORR2348",7,"Grants Works","H0155",440.648800692423
"CORR2349",7,"Grants Works","H0155",442.202057535042
"CORR2350",8,"Grants Works","H0131",484.706433258457
"CORR2351",7,"Freshwater Creek","H0135",415.621067260899
"CORR2352",9,"Freshwater Creek","H0149",569.334761886452
"CORR2353",9,"Freshwater Creek","H0155",581.47592212407
"CORR2354",9,"Freshwater Creek","H0155",579.92266528145
"CORR2355",10,"Freshwater Creek","H0131",623.980297847492
"CORR2356",11,"Uaymil","H0125",810.224016187615
"CORR2357",11,"Uaymil","H0142",806.644166345251
"CORR2358",11,"Uaymil","H0131",796.040559479103
"CORR2359",11,"Uaymil","H0131",793.887222698838
"CORR2360",8,"Uaymil","H0135",585.527992112225
"CORR2361",12,"Arrecifes de Sian Ka an","H0125",964.962438216144
"CORR2362",12,"Arrecifes de Sian Ka an","H0142",961.382588373779
"CORR2363",12,"Arrecifes de Sian Ka an","H0131",950.778981507632
"CORR2364",12,"Arrecifes de Sian Ka an","H0131",948.625644727367
"CORR2365",12,"Arrecifes de Sian Ka an","H0142",967.013933567461
"CORR2366",12,"Otoch Ma ax Yetel Kooh","H0125",1032.1872533286
"CORR2367",12,"Otoch Ma ax Yetel Kooh","H0142",1028.60740348623
"CORR2368",12,"Otoch Ma ax Yetel Kooh","H0131",1018.00379662009
"CORR2369",12,"Otoch Ma ax Yetel Kooh","H0131",1015.85045983982
"CORR2370",12,"Otoch Ma ax Yetel Kooh","H0142",1034.16292561387
"CORR2371",12,"Area de Conservacion El Zapotal","H0125",1129.84841270318
"CORR2372",12,"Area de Conservacion El Zapotal","H0142",1126.26856286082
"CORR2373",12,"Area de Conservacion El Zapotal","H0131",1115.66495599467
"CORR2374",12,"Area de Conservacion El Zapotal","H0131",1113.51161921441
"CORR2375",12,"Area de Conservacion El Zapotal","H0142",1131.82408498845
"CORR2376",12,"Reserva Ecologica El Eden","H0125",1113.60807206397
"CORR2377",12,"Reserva Ecologica El Eden","H0142",1110.02822222161
"CORR2378",12,"Reserva Ecologica El Eden","H0131",1099.42461535546
"CORR2379",12,"Reserva Ecologica El Eden","H0142",1115.58374434924
"CORR2380",12,"Reserva Ecologica El Eden","H0131",1097.27127857519
"CORR2381",13,"Yum Balam","H0125",1134.69393059513
"CORR2382",13,"Yum Balam","H0142",1131.11408075276
"CORR2383",13,"Yum Balam","H0131",1120.51047388662
"CORR2384",13,"Yum Balam","H0142",1136.74542594644
"CORR2385",13,"Yum Balam","H0131",1118.35713710635
"CORR2386",12,"Manglares de Nichupte","H0125",1106.78103104033
"CORR2387",12,"Manglares de Nichupte","H0142",1103.20118119797
"CORR2388",12,"Manglares de Nichupte","H0142",1108.83252639165
"CORR2389",12,"Manglares de Nichupte","H0131",1092.59757433182
"CORR2390",12,"Manglares de Nichupte","H0131",1090.44423755156
"CORR2391",8,"Much Kanan K aax","H0135",635.734722152819
"CORR2392",11,"Much Kanan K aax","H0125",860.430746228209
"CORR2393",11,"Much Kanan K aax","H0131",846.247289519697
"CORR2394",11,"Much Kanan K aax","H0142",856.850896385845
"CORR2395",11,"Much Kanan K aax","H0131",844.093952739432
"CORR2396",7,"Parque Nacional Arrecifes de Xcalak","H0135",630.376840559393
"CORR2397",10,"Parque Nacional Arrecifes de Xcalak","H0125",855.072864634783
"CORR2398",10,"Parque Nacional Arrecifes de Xcalak","H0131",840.889407926271
"CORR2399",10,"Parque Nacional Arrecifes de Xcalak","H0131",838.736071146006
"CORR2400",10,"Parque Nacional Arrecifes de Xcalak","H0142",851.493014792419
"CORR2401",11,"Sian Ka an","H0125",810.224016187615
"CORR2402",11,"Sian Ka an","H0142",806.644166345251
"CORR2403",11,"Sian Ka an","H0131",796.040559479103
"CORR2404",11,"Sian Ka an","H0131",793.887222698838
"CORR2405",8,"Sian Ka an","H0135",585.527992112225
"CORR2406",7,"Santuario del Manati  Bahia de Chetumal","H0135",594.545819182122
"CORR2407",10,"Santuario del Manati  Bahia de Chetumal","H0125",819.241843257512
"CORR2408",10,"Santuario del Manati  Bahia de Chetumal","H0131",805.058386549
"CORR2409",10,"Santuario del Manati  Bahia de Chetumal","H0131",802.905049768735
"CORR2410",10,"Santuario del Manati  Bahia de Chetumal","H0142",815.661993415147
"CORR2421",5,"Hopkins Wetlands","H0135",269.33264452852
"CORR2422",7,"Hopkins Wetlands","H0149",423.046339154066
"CORR2423",7,"Hopkins Wetlands","H0155",433.634242549063
"CORR2424",7,"Hopkins Wetlands","H0155",435.187499391682
"CORR2425",8,"Hopkins Wetlands","H0131",477.691875115097
