"CONS_OB","DESIG","DESIG_E","DESIG_T","GIS_ARE","GIS_M_A","GOV_TYP","INT_CRI","ISO3","IUCN_CA","MANG_AU","MANG_PL","MARINE","METADAT","NAME","NO_TAKE","NO_TK_A","ORIG_NA","OWN_TYP","PARENT_","PA_DEF","REP_ARE","REP_M_A","STATUS","STATUS_","SUB_LOC","SUPP_IN","VERIF","WDPAID","WDPA_PI","GEOMETR","AREA_KM","FID","SRTM90_","LOW_ARE","startnode_ID","mean_m","min_m","max_m","range_m","calculatedarea_km2"
"Not Applicable","Area de Manejo de Hábitat/Especies","Habitat/Species Management Area","National",18.2364912,4.0943431,"Federal or national ministry or agency","Not Applicable","HND","IV","ICF","Existing","partial",1927,"Los Delgaditos","Not Reported",NA,"Los Delgaditos","Multiple ownership","HND","PA",18.15417,8.33997,"Designated",1999,"HN-CH","Not Applicable","State Verified",102215,"102215","POLYGON",18.138359,0,500,9.20506616267136,194,6.55927890497633,1,10,9,9.17034673234437
"Not Applicable","Area de Manejo de Hábitat/Especies","Habitat/Species Management Area","National",153.9850921,38.8333616,"Federal or national ministry or agency","Not Applicable","HND","IV","ICF","Existing","partial",1927,"San Lorenzo","Not Reported",NA,"San Lorenzo","Multiple ownership","HND","PA",153.29118,68.72648,"Designated",1999,"HN-VA","Not Applicable","State Verified",102216,"102216","POLYGON",153.425817624268,0,500,72.4805310116412,195,6.09578018235411,-1,95,96,72.2079814434367
"Not Applicable","Reserva Natural","Nature Reserve","National",2930.2098429,11.5445042,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Cerro Silva","Not Applicable",NA,"Cerro Silva","Not Reported","NIC","PA",2924.51962,0,"Designated",1999,"NI-CS","Not Applicable","State Verified",61075,"61075","POLYGON",2918.9043955,0,500,2901.05034679031,196,55.7962112251855,0,516.76025390625,516.76025390625,2889.6950855932
"Not Applicable","Reserva Natural","Nature Reserve","National",639.3427607,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Punta Gorda","Not Applicable",NA,"Punta Gorda","Not Reported","NIC","PA",637.92149,0,"Designated",1999,"NI-CS","Not Applicable","State Verified",107237,"107237","POLYGON",636.598947,0,500,638.963382196871,197,148.356320979659,9.59405040740967,493.58984375,483.99579334259,636.442960445981
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",436.0178396,2.254313,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Rio San Juan","Not Applicable",NA,"Río San Juan","Not Reported","NIC","PA",435.18341,0,"Designated",1999,"NI-SJ","Not Applicable","State Verified",302128,"302128","POLYGON",434.478969,0,500,433.653899975303,198,30.8283088397507,2,272,270,431.920878914746
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",444.0503346,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Los Guatuzos","Not Applicable",NA,"Los Guatuzos","Not Reported","NIC","PA",442.47666,0,"Designated",1999,"NI-SJ","Not Applicable","State Verified",30630,"30630","POLYGON",442.3219705,0,500,444.080106929621,199,37.7983466643121,31,69,38,442.311714637777
"Not Applicable","Area de Manejo de Hábitat/Especies","Habitat/Species Management Area","National",69.5118821,0.246232,"Federal or national ministry or agency","Not Applicable","HND","IV","ICF","Existing","terrestrial",1927,"El Jicarito","Not Applicable",NA,"El Jicarito","Multiple ownership","HND","PA",69.22364,0,"Designated",1999,"HN-CH","Not Applicable","State Verified",41019,"41019","POLYGON",69.2479645,0,500,69.3417930468592,200,5.66491606794979,1,20,19,69.0794528268567
"Not Applicable","Area de Manejo de Hábitat/Especies","Habitat/Species Management Area","National",57.1675175,0,"Federal or national ministry or agency","Not Applicable","HND","IV","ICF","Existing","terrestrial",1927,"La Berberia","Not Applicable",NA,"La Berberia","Multiple ownership","HND","PA",56.90625,0.64745,"Designated",1999,"HN-CH","Not Applicable","State Verified",102217,"102217","POLYGON",56.7586495118408,0,500,56.9748193973425,201,4.821658304923,2,12,10,56.7586714617991
"Not Applicable","Port Honduras Marine Reserve","Marine Reserve","National",406.3114152,379.3692992,"Collaborative governance","Not Applicable","BLZ","IV","Forest Department/Toledo Institute for Development & Environment","Not Reported","marine",1844,"Port Honduras","Part",13.233,"Port Honduras","Not Reported","BLZ","PA",409.1371841,404.69,"Designated",2000,"BZ-TOL","Not Applicable","State Verified",220100,"220100","POLYGON",404.923230110596,0,500,5.03429887238027,202,8.67100238090704,0,19,19,5.01704948374339
"Not Applicable","Parque Nacional","National Park","National",180.3108904,109.0362214,"Federal or national ministry or agency","Not Applicable","MEX","IV","National Commission of Natural Protected Areas","http://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/Xcalak_ok.pdf","partial",1850,"Arrecifes de Xcalak","Not Reported",NA,"Arrecifes de Xcalak","State","MEX","PA",179.494562,134.27618,"Designated",2000,"MX-ROO","Not Applicable","State Verified",306776,"306776","POLYGON",174.014439911333,0,500,45.6502528384426,204,3.00932694774563,-2,11,13,45.5069020214536
"Not Applicable","Reserva Natural","Nature Reserve","National",105.6875596,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Cerro Cola Blanca","Not Applicable",NA,"Cerro Cola Blanca","Not Reported","NIC","PA",105.40023,0,"Designated",2001,"NI-CN","Not Applicable","State Verified",61062,"61062","POLYGON",105.329795,0,500,84.5049412254248,205,295.211685022709,146,558.317260742188,412.317260742188,84.1940898001185
"Not Applicable","Reserva Natural","Nature Reserve","National",6828.8264549,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Bosawas","Not Applicable",NA,"Bosawas","Not Reported","NIC","PA",6806.17953,0,"Designated",2001,"NI-JI-CN","Not Applicable","State Verified",12650,"12650","POLYGON",6804.3577685,0,500,5876.24242089648,206,276.580572236439,64,617.623596191406,553.623596191406,5854.72170346517
"Not Applicable","Reserva Natural","Nature Reserve","National",271.2388471,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Cerro Bana Cruz","Not Applicable",NA,"Cerro Bana Cruz","Not Reported","NIC","PA",270.4773,0,"Designated",2001,"NI-CN","Not Applicable","State Verified",12668,"12668","POLYGON",270.2624795,0,500,230.454076069214,207,309.957863092926,82,573.0048828125,491.0048828125,229.600059281644
"Not Applicable","Private Reserve","Private Reserve","National",37.560281,0.020582,"For-profit organisations","Not Applicable","BLZ","IV","Toledo Institute for Development & Environment","Not Reported","terrestrial",1844,"Tide","Not Applicable",NA,"Tide","Not Reported","BLZ","PA",44.5154206,0,"Designated",2001,"BZ-TOL","Not Applicable","State Verified",342396,"342396","POLYGON",37.4243198206634,0,500,34.4408381842225,208,17.1921630941798,2,38.0697402954102,36.0697402954102,34.3229147274078
"Not Applicable","Wildlife Sanctuary","Wildlife Sanctuary","National",24.0064346,0,"Local communities","Not Applicable","BLZ","IV","Forest Department/Rancho Dolores Environmental Development Group","Not Reported","terrestrial",1844,"Spanish Creek","Not Applicable",NA,"Spanish Creek","Not Reported","BLZ","PA",24.2204357,0,"Designated",2002,"BZ-OW","Not Applicable","State Verified",313429,"313429","POLYGON",24.1117745,0,500,24.1902082470604,209,28.1257587432231,15,42.0565299987793,27.0565299987793,24.1112004179013
"Not Applicable","Santuario de Fauna y Flora","Fauna and Flora Sanctuary","National",38.8402226,1.2306734,"Federal or national ministry or agency","Not Applicable","COL","IV","Parques Nacionales Naturales de Colombia","http://runap.parquesnacionales.gov.co/","terrestrial",1861,"El Corchal El Mono Hernandez","Not Applicable",NA,"El Corchal El Mono Hernandez","Not Reported","COL","PA",38.7071228,0,"Designated",2002,"CO-BOL;CO-SUC; Not Reported","Not Applicable","State Verified",303546,"303546","POLYGON",38.624859,0,500,38.7137717331538,210,7.42788241575116,1,18,17,38.5563532581316
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",859.6931425,418.4887415,"Federal or national ministry or agency","Not Applicable","PAN","IV","Ministerio de Ambiente","Not Reported","partial",822,"Humedal de Bahia de Panama","All",437.3846754,"Humedal de Bahía de Panamá","Multiple ownership","PAN","PA",856.5466794,437.3846754,"Designated",2003,"Not Reported","Not Applicable","State Verified",555705290,"555705290","POLYGON",857.2400735,0,500,372.860830849897,211,19.8878786156828,-3,240,243,371.31322512185
"Not Applicable","Parque Regional Municipal","Regional Municipal Park","National",14.8891427,0,"Sub-national ministry or agency","Not Applicable","GTM","IV","Municipalidad de Morales","Not Reported","terrestrial",814,"Montana Chiclera","Not Applicable",NA,"Montaña Chiclera","State","GTM","PA",14.9225199,0,"Designated",2003,"GT-IZ","Not Applicable","State Verified",107116,"107116","POLYGON",14.9137965,0,500,14.9662705777707,213,313.689260969294,65,465,400,14.913655066761
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",21.6591762,0,"Federal or national ministry or agency","Not Applicable","HND","IV","ICF","Existing","terrestrial",1927,"Colibri Esmeralda Hondureno","Not Applicable",NA,"Colibrí Esmeralda Hondureño","Multiple ownership","HND","PA",21.5655,0,"Designated",2005,"HN-YO","Not Applicable","State Verified",555582977,"555582977","POLYGON",21.5150325,0,500,20.1723496152047,214,285.999492907296,171.249786376953,549.078979492188,377.829193115234,20.1012141622824
"Not Applicable","Área de Manejo de Hábitat","Habitat Management Area","National",5.9330803,0,"Federal or national ministry or agency","Not Applicable","SLV","IV","Ministerio de Medio Ambiente y Recursos Naturales","Not Reported","terrestrial",908,"Santa Clara","Not Applicable",NA,"Santa Clara","State","SLV","PA",6.0220799,0,"Designated",2008,"SV-PA","Not Applicable","State Verified",555703425,"555703425","POLYGON",5.948784,0,500,5.86902108604432,215,12.8905108720266,7,22,15,5.84698588252991
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",1471.678997,1463.57853,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","marine",820,"Cayos Perlas","Not Reported",NA,"Cayos Perlas","Not Reported","NIC","PA",1469.46079,1469.46079,"Designated",2010,"NI-CS","Not Applicable","State Verified",555698173,"555698173","POLYGON",1463.582271,0,500,10.8695854808145,216,8.05609447528613,2,13,11,10.8277565609227
"Not Applicable","Labouring Creek Jaguar Corridor Wildlife Sanctuary","Wildlife Sanctuary","National",38.156823,0,"Collaborative governance","Not Applicable","BLZ","IV","Forest Department/ PANTHERA","Not Reported","terrestrial",1844,"Labouring Creek Jaguar Corridor","Not Applicable",NA,"Labouring Creek Jaguar Corridor","Not Reported","BLZ","PA",37.1663294,0,"Designated",2011,"BZ-BZ/BZ-CY","Not Applicable","State Verified",555542666,"555542666","POLYGON",37.7841800159988,0,500,37.9072453219748,217,29.0167254248087,17,38,21,37.7832117832643
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",86.2749086,1.5159121,"Indigenous peoples","Not Applicable","HND","IV","ICF","Not Reported","terrestrial",1927,"Laguna de Guaimoreto","Not Applicable",NA,"Laguna de Guaimoreto","Multiple ownership","HND","PA",85.9397,1.78051,"Designated",2016,"HN-CL","Not Applicable","State Verified",36051,"36051","POLYGON",86.4773755,0,500,52.259271268301,218,5.16760478819988,0,15,15,52.0785100850788
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",8.9739935,0,"Federal or national ministry or agency","Not Applicable","PAN","IV","Ministerio de Ambiente","Not Reported","terrestrial",822,"Cienaga El Mangle","Not Applicable",NA,"Ciénaga El Mangle","Not Reported","PAN","PA",8.9297581,0,"Designated",2016,"Not Reported","Not Applicable","State Verified",17181,"17181","POLYGON",8.674574,0,500,8.71121628141188,219,10.4952737669576,4,22,18,8.67457010514502
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",248.0169249,18.081555,"Federal or national ministry or agency","Not Applicable","PAN","IV","Ministerio de Ambiente","Not Reported","terrestrial",822,"Sistemas de Humedales de Matusagarati","Not Applicable",NA,"Sistemas de Humedales de Matusagaratí","Multiple ownership","PAN","PA",247.5052758,0,"Designated",2017,"Not Reported","Not Applicable","State Verified",555705306,"555705306","POLYGON",246.8508245,0,500,209.775710319665,220,14.2627203034082,-6,66,72,208.894108342194
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",108.3541903,77.4251712,"Federal or national ministry or agency","Not Applicable","HND","IV","ICF","Not Reported","partial",1927,"Cuyamel","Not Reported",NA,"Cuyamel","Multiple ownership","HND","PA",108,81.45,"Designated",2019,"HN-CR","Not Applicable","State Verified",555697538,"555697538","POLYGON",107.188782115997,0,500,30.5683572326748,222,6.89470096700096,4,16,12,30.4615204219492
"Not Applicable","Bosque Protector","Protective Forest","National",2168.0704352,0,"Federal or national ministry or agency","Not Applicable","PAN","V","Ministerio de Ambiente","Not Reported","terrestrial",822,"Alto Darien","Not Applicable",NA,"Alto Darién","Multiple ownership","PAN","PA",2164.3339724,0,"Designated",1972,"Not Reported","Not Applicable","State Verified",555705298,"555705298","POLYGON",2159.0224515,0,500,2018.11674498306,223,121.74075391823,10,572.740051269531,562.740051269531,2009.66449180793
"Not Applicable","Bosque Protector","Protective Forest","National",2531.650706,0,"Federal or national ministry or agency","Not Applicable","PAN","V","Ministerio de Ambiente","Not Reported","terrestrial",822,"Palo Seco","Not Applicable",NA,"Palo Seco","Multiple ownership","PAN","PA",2521.0033976,0,"Designated",1983,"Not Reported","Not Applicable","State Verified",17185,"17185","POLYGON",1652.54358971266,0,500,718.680699940844,225,313.519365762149,38,624.86767578125,586.86767578125,715.707727389375
"Not Applicable","Reserva Hídrica","Water Reserve","National",51.4300153,0,"Federal or national ministry or agency","Not Applicable","PAN","V","Ministerio de Ambiente","Not Reported","terrestrial",822,"Cerro Guacamaya","Not Applicable",NA,"Cerro Guacamaya","Multiple ownership","PAN","PA",51.1785361,0,"Designated",1993,"Not Reported","Not Applicable","State Verified",107271,"107271","POLYGON",51.200553,0,500,50.6259803574312,226,201.237999283006,36,501.707550048828,465.707550048828,50.4144221411338
"Not Applicable","Zona de Protección Hidrológica","Hydrological Protection Zone","National",24.5327932,0,"Federal or national ministry or agency","Not Applicable","PAN","V","Ministerio de Ambiente","Not Reported","terrestrial",822,"Tapagra","Not Applicable",NA,"Tapagra","Multiple ownership","PAN","PA",24.4358184,0,"Designated",1993,"Not Reported","Not Applicable","State Verified",555705287,"555705287","POLYGON",24.3944675,0,500,24.162167681391,227,236.127396995844,59,497.019836425781,438.019836425781,24.0623645863115
"Not Applicable","Reserva Natural Privada","Private Natural Reserve","National",5.347938,0,"Individual landowners","Not Applicable","GTM","V","Jorge Mario Orozco L.","Not Reported","terrestrial",814,"Dona Chanita Flor de la Pasion","Not Applicable",NA,"Doña Chanita Flor de la Pasión","Individual landowners","GTM","PA",5.3599268,0,"Designated",1995,"GT-PE","Not Applicable","State Verified",302082,"302082","POLYGON",5.1724,0,500,5.19016837612599,228,136.983155468825,126,155,29,5.17239742221546
